"Protein","Gene","Description","GeneSymbol","Ctrl.Rep1","Ctrl.Rep2","Ctrl.Rep3","Ctrl.Rep4","ER.Rep1","ER.Rep2","ER.Rep3","ER.Rep4","IGG.Ctrl","IGG.ER","IGG.Mixed","Unique_Peptides","logFC","AveExpr","t","P.Value","adj.P.Val","B","controlLogFoldChange"
"A6PVS8","LRIQ3_HUMAN","Leucine-rich repeat and IQ domain-containing protein 3 (Leucine-rich repeat-containing protein 44)","LRRIQ3",4.67,6.34,6,6.66,6.73,6.6,6.31,6.71,6.08,6.79,6,1,0.67,6.26292045327899,1.85,0.09,0.74,-4.34,0.298218461819002
"P20290","BTF3_HUMAN","Transcription factor BTF3 (Nascent polypeptide-associated complex subunit beta) (NAC-beta) (RNA polymerase B transcription factor 3)","BTF3",5.28,5.86,5.24,5.88,5.95,5.87,5.82,5.91,5.28,5.59,5.15,1,0.32,5.61965179858298,1.85,0.09,0.74,-4.34,0.549441313876123
"Q9H7S9","ZN703_HUMAN","Zinc finger protein 703 (Zinc finger elbow-related proline domain protein 1)","ZNF703",1.75,2.28,1.76,2.65,2.68,2.9,2.3,2.41,0,0,0,1,0.46,1.70337751464343,1.85,0.09,0.74,-4.34,2.57249406048404
"P16403","H12_HUMAN","Histone H1.2 (Histone H1c) (Histone H1d) (Histone H1s-1)","HIST1H1C",10.69,9.29,9.41,8.99,8.68,8.96,9.44,9.03,8.26,8,8.23,7,-0.57,8.9972530573011,-1.85,0.091,0.74,-4.34,1.43341374883221
"O95400","CD2B2_HUMAN","CD2 antigen cytoplasmic tail-binding protein 2 (CD2 cytoplasmic domain-binding protein 2) (CD2 tail-binding protein 2) (U5 snRNP 52K protein) (U5-52K)","CD2BP2",5.2,6.27,6.44,6.36,6.53,6.57,6.4,6.52,4.77,5.03,4.88,1,0.44,5.90667119331285,1.84,0.091,0.74,-4.35,1.61001023810967
"Q8N5C6","SRBD1_HUMAN","S1 RNA-binding domain-containing protein 1","SRBD1",5.69,5.57,5.7,5.85,5.84,5.85,5.96,6.09,4.2,4.43,4.1,1,0.23,5.38912413014591,1.84,0.091,0.74,-4.35,1.69218148939496
"Q9BYJ9","YTHD1_HUMAN","YTH domain-containing family protein 1 (Dermatomyositis associated with cancer putative autoantigen 1) (DACA-1)","YTHDF1",5.43,6.52,6.51,7.17,7.06,6.99,6.63,7.21,6.32,6.91,6.49,1,0.56,6.65887458113344,1.84,0.092,0.74,-4.35,0.397355445250402
"Q6P1M3","L2GL2_HUMAN","Lethal(2) giant larvae protein homolog 2 (HGL)","LLGL2",7.01,8.07,8.18,8.46,8.57,8.31,8.23,8.48,7.01,7.23,7.11,4,0.47,7.87698427685402,1.84,0.092,0.74,-4.35,1.28170762016529
"P15559","NQO1_HUMAN","NAD(P)H dehydrogenase [quinone] 1 (EC 1.6.5.2) (Azoreductase) (DT-diaphorase) (DTD) (Menadione reductase) (NAD(P)H:quinone oxidoreductase 1) (Phylloquinone reductase) (Quinone reductase 1) (QR1)","NQO1",8.89,9.17,9.33,9.29,9.33,9.43,9.42,9.43,7.66,8.09,7.72,6,0.24,8.88715728200672,1.84,0.093,0.74,-4.35,1.58287556398411
"O14579","COPE_HUMAN","Coatomer subunit epsilon (Epsilon-coat protein) (Epsilon-COP)","COPE",7.17,8.11,8.07,8.21,8.47,8.17,8.07,8.38,6.69,6.5,6.59,4,0.38,7.67484053547064,1.83,0.093,0.74,-4.35,1.67846309592673
"Q15599","NHRF2_HUMAN","Na(+)/H(+) exchange regulatory cofactor NHE-RF2 (NHERF-2) (NHE3 kinase A regulatory protein E3KARP) (SRY-interacting protein 1) (SIP-1) (Sodium-hydrogen exchanger regulatory factor 2) (Solute carrier family 9 isoform A3 regulatory factor 2) (Tyrosine kinase activator protein 1) (TKA-1)","SLC9A3R2",5.78,5.57,5.32,5.71,5.85,5.75,5.81,5.89,4.35,4.44,4.43,2,0.23,5.35352930380953,1.83,0.093,0.74,-4.35,1.41750325435602
"P19793","RXRA_HUMAN","Retinoic acid receptor RXR-alpha (Nuclear receptor subfamily 2 group B member 1) (Retinoid X receptor alpha)","RXRA",3.4,4.63,4.86,5.34,5.35,5.4,4.59,5.52,4.01,4.22,3.88,2,0.66,4.65580382029107,1.83,0.093,0.74,-4.35,1.17886042030575
"P60953","CDC42_HUMAN","Cell division control protein 42 homolog (G25K GTP-binding protein)","CDC42",5.67,6.13,5.9,6.44,6.31,6.35,6.21,6.41,5.22,5.26,5.4,1,0.29,5.9354238507847,1.82,0.095,0.74,-4.35,1.02760447534181
"O75151","PHF2_HUMAN","Lysine-specific demethylase PHF2 (EC 1.14.11.-) (GRC5) (PHD finger protein 2)","PHF2",6.41,6.31,6.68,6.45,5.99,6.46,6.31,6.09,4.77,4.93,4.81,1,-0.25,5.92762729519057,-1.82,0.095,0.74,-4.35,1.62672276203704
"P02768","ALBU_HUMAN","Serum albumin","ALB",8.56,11.19,11.4,11.75,11.97,11.74,11.39,11.78,10.06,10.52,10.5,4,1,10.9883188175639,1.82,0.096,0.74,-4.36,1.36088491900114
"P84090","ERH_HUMAN","Enhancer of rudimentary homolog","ERH",9.93,8.87,8.73,8.55,8.51,8.57,8.63,8.6,7.21,6.97,7.23,5,-0.44,8.34625670093321,-1.82,0.096,0.74,-4.36,1.88114906322645
"Q96DI7","SNR40_HUMAN","U5 small nuclear ribonucleoprotein 40 kDa protein (U5 snRNP 40 kDa protein) (U5-40K) (38 kDa-splicing factor) (Prp8-binding protein) (hPRP8BP) (U5 snRNP-specific 40 kDa protein) (WD repeat-containing protein 57)","SNRNP40",8.58,8.17,8.29,8.45,8.09,8.27,8.04,8.18,6.6,6.23,6.47,4,-0.23,7.76159269441055,-1.81,0.096,0.74,-4.36,1.93563131519191
"Q12849","GRSF1_HUMAN","G-rich sequence factor 1 (GRSF-1)","GRSF1",4.78,5.53,5.55,5.61,5.71,5.56,5.71,5.82,4.67,4.95,4.83,1,0.33,5.33837993117916,1.81,0.096,0.74,-4.36,0.883457865363061
"O95391","SLU7_HUMAN","Pre-mRNA-splicing factor SLU7 (hSlu7)","SLU7",5.91,6.15,6.06,6.39,6.52,6.54,6.09,6.47,5.01,4.68,4.61,1,0.28,5.85721392900485,1.81,0.097,0.74,-4.36,1.63776708926535
"P62249","RS16_HUMAN","40S ribosomal protein S16 (Small ribosomal subunit protein uS9)","RPS16",9.78,11.01,10.75,10.89,11.07,10.94,11.02,11.03,9.62,9.3,9.56,12,0.41,10.452202410951,1.81,0.097,0.74,-4.36,1.52015840327243
"Q99558","M3K14_HUMAN","Mitogen-activated protein kinase kinase kinase 14 (EC 2.7.11.25) (NF-kappa-beta-inducing kinase) (HsNIK) (Serine/threonine-protein kinase NIK)","MAP3K14",6.63,7.14,7.2,7.42,7.54,7.57,7.09,7.54,6.36,6.77,6.33,1,0.34,7.05290163646656,1.81,0.097,0.74,-4.36,0.948934023736834
"Q09666","AHNK_HUMAN","Neuroblast differentiation-associated protein AHNAK (Desmoyokin)","AHNAK",14.98,13.61,13.62,13.37,13.41,13.26,13.49,13.41,12.09,12.12,12.22,165,-0.51,13.2351330483676,-1.8,0.098,0.74,-4.36,1.74935731698221
"P81605","DCD_HUMAN","Dermcidin (EC 3.4.-.-) (Preproteolysin) [Cleaved into: Survival-promoting peptide; DCD-1]","DCD",4.89,6.91,6.78,7.19,7.31,7.55,6.85,7.55,6.85,7.74,5.98,2,0.88,6.87234989994279,1.8,0.098,0.74,-4.36,0.46219686505597
"P62805","H4_HUMAN","Histone H4","HIST1H4A",11.34,11.88,11.97,12.16,12,12.15,12.07,12.22,11.13,11,10.99,11,0.27,11.7195206874293,1.79,0.099,0.74,-4.36,1.06952602194916
"P83881","RL36A_HUMAN","60S ribosomal protein L36a (60S ribosomal protein L44) (Cell growth-inhibiting gene 15 protein) (Cell migration-inducing gene 6 protein) (Large ribosomal subunit protein eL42)","RPL36A",5.15,5.46,5.69,5.68,6.06,5.98,5.67,5.61,3.3,3.58,3.95,1,0.33,5.10139287519859,1.79,0.1,0.74,-4.37,2.22267126782821
"Q9H6T0","ESRP2_HUMAN","Epithelial splicing regulatory protein 2 (RNA-binding motif protein 35B) (RNA-binding protein 35B)","ESRP2",9.39,9.63,9.39,9.77,10.21,9.74,9.51,9.9,8.29,7.97,7.81,7,0.29,9.23660495133984,1.79,0.1,0.74,-4.37,1.81686948530174
"Q4AC99","1A1L2_HUMAN","Probable inactive 1-aminocyclopropane-1-carboxylate synthase-like protein 2 (ACC synthase-like protein 2)","ACCSL",3.54,5.36,5.57,5.92,6.08,5.93,5.45,6,4.52,5.18,5.26,1,0.77,5.34490951469999,1.79,0.1,0.74,-4.37,0.879247255378262
"P35580","MYH10_HUMAN","Myosin-10 (Cellular myosin heavy chain, type B) (Myosin heavy chain 10) (Myosin heavy chain, non-muscle IIb) (Non-muscle myosin heavy chain B) (NMMHC-B) (Non-muscle myosin heavy chain IIb) (NMMHC II-b) (NMMHC-IIB)","MYH10",9.96,8.98,9.27,8.74,8.88,8.76,8.9,8.85,7.63,8.03,7.79,12,-0.39,8.70898659055919,-1.79,0.1,0.74,-4.37,1.41983866797914
"P63151","2ABA_HUMAN","Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform (PP2A subunit B isoform B55-alpha) (PP2A subunit B isoform PR55-alpha) (PP2A subunit B isoform R2-alpha) (PP2A subunit B isoform alpha)","PPP2R2A",6.77,8.82,9.53,9.14,9.53,9.22,9.42,9.4,5.4,5.94,5.56,6,0.83,8.06552402158509,1.79,0.1,0.74,-4.37,3.75871718237065
"Q92804","RBP56_HUMAN","TATA-binding protein-associated factor 2N (68 kDa TATA-binding protein-associated factor) (TAF(II)68) (TAFII68) (RNA-binding protein 56)","TAF15",9.42,10.23,9.63,10.52,11.13,10.28,9.91,10.43,7.62,7.64,7.54,11,0.49,9.48654924789969,1.78,0.1,0.74,-4.37,2.84083119346607
"Q9NWB6","ARGL1_HUMAN","Arginine and glutamate-rich protein 1","ARGLU1",9.59,10.73,10.92,11.08,11.58,10.94,10.9,10.94,9.2,9.45,9.24,10,0.51,10.4168520745328,1.78,0.1,0.74,-4.37,1.79443327247368
"P06748","NPM_HUMAN","Nucleophosmin (NPM) (Nucleolar phosphoprotein B23) (Nucleolar protein NO38) (Numatrin)","NPM1",13.05,11.83,11.68,11.91,11.67,11.68,11.66,11.69,10.38,10.46,10.07,22,-0.44,11.4626874195817,-1.78,0.1,0.74,-4.37,1.81385032008261
"P19525","E2AK2_HUMAN","Interferon-induced, double-stranded RNA-activated protein kinase (EC 2.7.11.1) (Eukaryotic translation initiation factor 2-alpha kinase 2) (eIF-2A protein kinase 2) (Interferon-inducible RNA-dependent protein kinase) (P1/eIF-2A protein kinase) (Protein kinase RNA-activated) (PKR) (Protein kinase R) (Tyrosine-protein kinase EIF2AK2) (EC 2.7.10.2) (p68 kinase)","EIF2AK2",5.9,6.44,6.25,6.34,6.52,6.46,6.61,6.31,5.22,5.27,5.19,1,0.24,6.04722798309086,1.78,0.1,0.74,-4.37,1.24516410412698
"Q96M86","DNHD1_HUMAN","Dynein heavy chain domain-containing protein 1 (Dynein heavy chain domain 1-like protein) (Protein CCDC35)","DNHD1",2.79,4.53,4.36,5.39,5.19,5.12,4.59,5.27,4.51,5.2,4.82,1,0.77,4.70645390037564,1.78,0.1,0.74,-4.37,0.198310067621029
"Q06830","PRDX1_HUMAN","Peroxiredoxin-1 (EC 1.11.1.15) (Natural killer cell-enhancing factor A) (NKEF-A) (Proliferation-associated gene protein) (PAG) (Thioredoxin peroxidase 2) (Thioredoxin-dependent peroxide reductase 2)","PRDX1",10.15,11.24,11.64,11.38,11.64,11.47,11.6,11.49,8.99,9.1,8.98,8,0.45,10.6979583379736,1.78,0.1,0.74,-4.37,2.52482651760486
"Q8TEQ0","SNX29_HUMAN","Sorting nexin-29 (RUN domain-containing protein 2A)","SNX29",2.79,5.74,5.94,6.45,6.44,6.24,5.94,6.73,5.45,5.76,5.4,1,1.11,5.71743522231944,1.78,0.1,0.74,-4.37,0.799092455023013
"P51858","HDGF_HUMAN","Hepatoma-derived growth factor (HDGF) (High mobility group protein 1-like 2) (HMG-1L2)","HDGF",11.3,10.14,10.21,10.08,9.76,10.03,10.2,10.07,8.56,8.72,8.74,9,-0.42,9.80123506820242,-1.77,0.1,0.74,-4.37,1.75556435691484
"Q13435","SF3B2_HUMAN","Splicing factor 3B subunit 2 (Pre-mRNA-splicing factor SF3b 145 kDa subunit) (SF3b145) (Spliceosome-associated protein 145) (SAP 145)","SF3B2",10.96,10.07,10,9.88,9.8,9.87,10.02,9.82,8.67,8.61,8.73,17,-0.35,9.67566804107054,-1.77,0.1,0.74,-4.37,1.56106585511337
"P12270","TPR_HUMAN","Nucleoprotein TPR (Megator) (NPC-associated intranuclear protein) (Translocated promoter region protein)","TPR",11.2,10.14,10.12,10.05,9.93,9.99,10.02,10.02,8.78,9.03,8.85,21,-0.39,9.82986036484356,-1.77,0.1,0.74,-4.37,1.49089723850329
"Q8N387","MUC15_HUMAN","Mucin-15 (MUC-15)","MUC15",4.91,6.06,5.98,6.52,6.4,6.47,6.03,6.59,5.86,6.15,5.75,1,0.5,6.06451100811403,1.76,0.1,0.74,-4.38,0.45141073196644
"Q02880","TOP2B_HUMAN","DNA topoisomerase 2-beta (EC 5.99.1.3) (DNA topoisomerase II, beta isozyme)","TOP2B",10.48,10.1,10.49,10.23,9.96,10.18,10.24,10.1,8.43,8.22,8.32,14,-0.2,9.70561190625605,-1.75,0.11,0.74,-4.38,2.00096844158559
"P60510","PP4C_HUMAN","Serine/threonine-protein phosphatase 4 catalytic subunit (PP4C) (Pp4) (EC 3.1.3.16) (Protein phosphatase X) (PP-X)","PPP4C",5.42,6.66,6.58,6.91,7,6.95,6.58,7,5.84,6.2,5.62,1,0.49,6.43099245440468,1.75,0.11,0.74,-4.38,0.996695761780458
"Q6UX04","CWC27_HUMAN","Peptidyl-prolyl cis-trans isomerase CWC27 homolog (PPIase CWC27) (EC 5.2.1.8) (Antigen NY-CO-10) (Serologically defined colon cancer antigen 10)","CWC27",7.18,9.72,9.92,10.43,10.47,10.21,9.93,10.46,9.26,9.6,9.22,1,0.95,9.67403524301179,1.75,0.11,0.74,-4.38,0.90597965580254
"P41223","BUD31_HUMAN","Protein BUD31 homolog (Protein EDG-2) (Protein G10 homolog)","BUD31",7.3,6.7,6.86,6.96,6.76,6.65,6.64,6.79,5.19,4.9,4.93,2,-0.25,6.33468991267084,-1.75,0.11,0.74,-4.38,1.95010597919942
"Q14684","RRP1B_HUMAN","Ribosomal RNA processing protein 1 homolog B (RRP1-like protein B)","RRP1B",7.67,6.11,6.46,6.5,6.36,6.07,6.12,6.23,5.02,5.14,4.56,2,-0.49,6.02083681350281,-1.74,0.11,0.74,-4.38,1.78151433631248
"Q99613","EIF3C_HUMAN","Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 subunit 8) (eIF3 p110)","EIF3C",6.24,5.89,5.98,5.92,5.81,5.75,5.85,5.63,4.89,5.36,4.87,2,-0.25,5.65462865439969,-1.74,0.11,0.74,-4.38,0.967886585744046
"Q9NSD9","SYFB_HUMAN","Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)","FARSB",9.61,10.93,11.15,10.96,11.34,11.07,10.96,11.18,8.76,8.67,8.66,10,0.48,10.2997167335495,1.73,0.11,0.74,-4.39,2.44285822046719
"P62263","RS14_HUMAN","40S ribosomal protein S14 (Small ribosomal subunit protein uS11)","RPS14",9.78,9.96,9.91,10.01,10.18,10.01,10.04,10.07,8.67,8.75,8.53,7,0.16,9.62840612860423,1.73,0.11,0.74,-4.39,1.42813270019326
"Q13162","PRDX4_HUMAN","Peroxiredoxin-4 (EC 1.11.1.15) (Antioxidant enzyme AOE372) (AOE37-2) (Peroxiredoxin IV) (Prx-IV) (Thioredoxin peroxidase AO372) (Thioredoxin-dependent peroxide reductase A0372)","PRDX4",5.02,7.43,7.49,7.81,8.16,7.53,7.55,7.98,3.68,3.85,4.28,3,0.87,6.43592252617183,1.73,0.11,0.74,-4.39,3.86659067777386
"Q9UJU6","DBNL_HUMAN","Drebrin-like protein (Cervical SH3P7) (Cervical mucin-associated protein) (Drebrin-F) (HPK1-interacting protein of 55 kDa) (HIP-55) (SH3 domain-containing protein 7)","DBNL",5.87,5.47,5.55,5.63,5.24,5.19,5.77,5.17,4.13,3.89,4.23,1,-0.29,5.10320876683435,-1.73,0.11,0.74,-4.39,1.5447391681023
"P16401","H15_HUMAN","Histone H1.5 (Histone H1a) (Histone H1b) (Histone H1s-3)","HIST1H1B",12.53,11.2,11.19,10.97,10.81,10.94,11.22,10.99,9.9,9.73,9.97,15,-0.48,10.8574080098227,-1.73,0.11,0.74,-4.39,1.60249737160943
"P61513","RL37A_HUMAN","60S ribosomal protein L37a (Large ribosomal subunit protein eL43)","RPL37A",8.49,9.24,9.59,9.31,9.46,9.43,9.61,9.44,7.39,7.34,7.41,4,0.33,8.7925904672513,1.72,0.11,0.74,-4.39,2.1083514679934
"P62280","RS11_HUMAN","40S ribosomal protein S11 (Small ribosomal subunit protein uS17)","RPS11",10.68,11.24,11.21,11.35,11.49,11.3,11.29,11.34,9.75,9.6,9.7,8,0.24,10.8128497815273,1.72,0.11,0.74,-4.39,1.67504907959524
"O75533","SF3B1_HUMAN","Splicing factor 3B subunit 1 (Pre-mRNA-splicing factor SF3b 155 kDa subunit) (SF3b155) (Spliceosome-associated protein 155) (SAP 155)","SF3B1",11.31,10.47,10.45,10.25,10.28,10.34,10.34,10.25,9.01,8.98,9.05,18,-0.32,10.0673496349572,-1.72,0.11,0.74,-4.39,1.60809177248718
"P41595","5HT2B_HUMAN","5-hydroxytryptamine receptor 2B (5-HT-2B) (5-HT2B) (Serotonin receptor 2B)","HTR2B",1.79,4.17,3.87,4.67,4.8,4.52,3.94,4.64,3.83,4.1,3.84,1,0.85,4.01692823668598,1.71,0.11,0.74,-4.39,0.554955050292217
"Q9NTI5","PDS5B_HUMAN","Sister chromatid cohesion protein PDS5 homolog B (Androgen-induced proliferation inhibitor) (Androgen-induced prostate proliferative shutoff-associated protein AS3)","PDS5B",9.99,9.36,9.59,9.37,9.26,9.4,9.31,9.41,7.67,7.61,7.65,7,-0.23,8.96647463234176,-1.71,0.11,0.74,-4.39,1.9365769725094
"O00764","PDXK_HUMAN","Pyridoxal kinase (EC 2.7.1.35) (Pyridoxine kinase)","PDXK",4.28,4.73,4.86,4.49,4.74,4.89,4.78,5.1,3.01,3.41,3.21,1,0.29,4.31843942121487,1.7,0.12,0.74,-4.4,1.66717393739265
"P61353","RL27_HUMAN","60S ribosomal protein L27 (Large ribosomal subunit protein eL27)","RPL27",10.29,11.04,11.54,11.1,11.26,11.28,11.55,11.31,9.61,9.81,9.74,8,0.36,10.7752554237379,1.7,0.12,0.74,-4.4,1.62729163222198
"Q9Y4X5","ARI1_HUMAN","E3 ubiquitin-protein ligase ARIH1 (EC 2.3.2.27) (H7-AP2) (HHARI) (Monocyte protein 6) (MOP-6) (Protein ariadne-1 homolog) (ARI-1) (UbcH7-binding protein) (UbcM4-interacting protein) (Ubiquitin-conjugating enzyme E2-binding protein 1)","ARIH1",5.04,5.29,5.78,5.85,5.94,5.7,5.74,5.9,4.39,3.84,3.98,1,0.33,5.22165570565171,1.69,0.12,0.74,-4.4,1.75340353256254
"O75821","EIF3G_HUMAN","Eukaryotic translation initiation factor 3 subunit G (eIF3g) (Eukaryotic translation initiation factor 3 RNA-binding subunit) (eIF-3 RNA-binding subunit) (Eukaryotic translation initiation factor 3 subunit 4) (eIF-3-delta) (eIF3 p42) (eIF3 p44)","EIF3G",8.41,8.35,8.39,8.47,8.54,8.47,8.68,8.56,7.18,7.27,7.12,6,0.16,8.13119345225903,1.69,0.12,0.74,-4.4,1.37255233572054
"Q15532","SSXT_HUMAN","Protein SSXT (Protein SYT) (Synovial sarcoma translocated to X chromosome protein)","SS18",4.27,6.51,6.31,7.05,7.12,7.02,6.11,7.22,4.35,4.42,4.03,1,0.83,5.85747875306661,1.69,0.12,0.74,-4.4,2.5993711267358
"O43815","STRN_HUMAN","Striatin","STRN",4.7,5.17,5.13,5.19,5.45,5.23,4.99,5.75,3.98,4.07,3.8,1,0.31,4.85939517638668,1.69,0.12,0.74,-4.4,1.40498221381135
"Q7Z406","MYH14_HUMAN","Myosin-14 (Myosin heavy chain 14) (Myosin heavy chain, non-muscle IIc) (Non-muscle myosin heavy chain IIc) (NMHC II-C)","MYH14",13.08,12.03,11.96,11.84,11.84,11.78,11.83,11.91,10.76,11.1,10.92,68,-0.39,11.7319556307071,-1.69,0.12,0.74,-4.4,1.30071014101887
"Q14152","EIF3A_HUMAN","Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 subunit 10) (eIF-3-theta) (eIF3 p167) (eIF3 p180) (eIF3 p185)","EIF3A",11.58,11.97,12.22,11.93,12.34,12.08,12.06,12.13,10.11,10.33,10.14,45,0.23,11.5366261586417,1.68,0.12,0.74,-4.4,1.95951661619587
"P53992","SC24C_HUMAN","Protein transport protein Sec24C (SEC24-related protein C)","SEC24C",8.59,9.08,9.23,9.23,9.31,9.25,9.21,9.31,7.7,7.82,7.68,7,0.24,8.76473673479906,1.68,0.12,0.74,-4.4,1.53626359075342
"P63244","RACK1_HUMAN","Receptor of activated protein C kinase 1 (Cell proliferation-inducing gene 21 protein) (Guanine nucleotide-binding protein subunit beta-2-like 1) (Guanine nucleotide-binding protein subunit beta-like protein 12.3) (Human lung cancer oncogene 7 protein) (HLC-7) (Receptor for activated C kinase) (Small ribosomal subunit protein RACK1) [Cleaved into: Receptor of activated protein C kinase 1, N-terminally processed (Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed)]","RACK1",10.08,11,11.27,11.05,11.23,11.23,11.19,11.16,9.24,8.97,9.01,12,0.35,10.4949469284838,1.68,0.12,0.74,-4.41,2.12806414395101
"P08708","RS17_HUMAN","40S ribosomal protein S17 (Small ribosomal subunit protein eS17)","RPS17",7.65,9.03,8.67,8.86,9.07,8.85,8.96,8.96,7.54,7.46,7.37,5,0.4,8.40214395965547,1.67,0.12,0.74,-4.41,1.5009818373041
"P62273","RS29_HUMAN","40S ribosomal protein S29 (Small ribosomal subunit protein uS14)","RPS29",8.34,9.38,9.4,9.42,9.45,9.52,9.48,9.52,8.15,7.91,8.05,2,0.35,8.96603302212979,1.67,0.12,0.74,-4.41,1.45563399977453
"Q13813","SPTN1_HUMAN","Spectrin alpha chain, non-erythrocytic 1 (Alpha-II spectrin) (Fodrin alpha chain) (Spectrin, non-erythroid alpha subunit)","SPTAN1",10.97,9.65,9.42,9.4,9.4,9.33,9.29,9.49,8.29,8.6,8.45,18,-0.48,9.29955967782458,-1.67,0.12,0.74,-4.41,1.41556961777838
"Q9BV36","MELPH_HUMAN","Melanophilin (Exophilin-3) (Slp homolog lacking C2 domains a) (SlaC2-a) (Synaptotagmin-like protein 2a)","MLPH",9.14,8.41,8.23,8.26,8.1,8.28,8.17,8.28,7.08,7.22,7.34,7,-0.3,8.0474017425923,-1.67,0.12,0.74,-4.41,1.29621212285136
"Q6UXK5","LRRN1_HUMAN","Leucine-rich repeat neuronal protein 1 (Neuronal leucine-rich repeat protein 1) (NLRR-1)","LRRN1",4.65,7.49,7.55,8.19,8.14,7.89,7.7,8.05,7.27,7.56,7.15,1,0.98,7.42250309948486,1.66,0.12,0.74,-4.41,0.619454234800749
"P02545","LMNA_HUMAN","Prelamin-A/C [Cleaved into: Lamin-A/C (70 kDa lamin) (Renal carcinoma antigen NY-REN-32)]","LMNA",13.91,13.03,13.12,13.04,12.92,13.05,12.98,13,11.58,11.65,11.58,53,-0.29,12.7142227001581,-1.66,0.12,0.74,-4.41,1.67092536286313
"Q8WUA4","TF3C2_HUMAN","General transcription factor 3C polypeptide 2 (TF3C-beta) (Transcription factor IIIC 110 kDa subunit) (TFIIIC 110 kDa subunit) (TFIIIC110) (Transcription factor IIIC subunit beta)","GTF3C2",8.19,9.33,9.63,9.61,9.79,9.61,9.47,9.64,6.77,6.65,6.63,5,0.44,8.66521793137779,1.66,0.13,0.74,-4.41,2.94388271123842
"Q16576","RBBP7_HUMAN","Histone-binding protein RBBP7 (Histone acetyltransferase type B subunit 2) (Nucleosome-remodeling factor subunit RBAP46) (Retinoblastoma-binding protein 7) (RBBP-7) (Retinoblastoma-binding protein p46)","RBBP7",7.49,8.92,9.38,9.37,9.62,9.48,8.94,9.49,7.9,7.68,7.47,3,0.59,8.70365349286211,1.66,0.13,0.74,-4.41,1.69773933972175
"O75367","H2AY_HUMAN","Core histone macro-H2A.1 (Histone macroH2A1) (mH2A1) (Histone H2A.y) (H2A/y) (Medulloblastoma antigen MU-MB-50.205)","H2AFY",11.29,10.34,10.41,10.23,10.17,10.24,10.34,10.19,8.94,8.65,8.8,12,-0.33,9.96319461879691,-1.65,0.13,0.74,-4.41,1.76984562027494
"P49756","RBM25_HUMAN","RNA-binding protein 25 (Arg/Glu/Asp-rich protein of 120 kDa) (RED120) (Protein S164) (RNA-binding motif protein 25) (RNA-binding region-containing protein 7)","RBM25",10.51,9.61,9.68,9.52,9.49,9.52,9.62,9.48,8.3,8.28,8.33,14,-0.31,9.30261303483673,-1.65,0.13,0.74,-4.41,1.52736327619471
"O60508","PRP17_HUMAN","Pre-mRNA-processing factor 17 (Cell division cycle 40 homolog) (EH-binding protein 3) (Ehb3) (PRP17 homolog) (hPRP17)","CDC40",5.29,6.04,6.23,6.04,6.15,6.46,6.08,6.33,5.22,5.8,5.2,1,0.35,5.89407792886117,1.65,0.13,0.74,-4.42,0.846660723075534
"Q5T1M5","FKB15_HUMAN","FK506-binding protein 15 (FKBP-15) (133 kDa FK506-binding protein) (133 kDa FKBP) (FKBP-133) (WASP- and FKBP-like protein) (WAFL)","FKBP15",9.36,10.18,10.37,10.34,10.82,10.39,10.06,10.51,7.97,8.35,7.91,15,0.38,9.6603041608189,1.65,0.13,0.74,-4.42,2.36741717822739
"Q8TEA8","DTD1_HUMAN","D-aminoacyl-tRNA deacylase 1 (DTD) (EC 3.1.1.96) (DNA-unwinding element-binding protein B) (DUE-B) (Gly-tRNA(Ala) deacylase) (EC 3.1.1.-) (Histidyl-tRNA synthase-related)","DTD1",8.71,10.86,11.37,11.08,11.64,11.14,11.06,11.28,7.52,8.11,7.45,9,0.77,10.0203036963391,1.65,0.13,0.74,-4.42,3.58748019151761
"P62910","RL32_HUMAN","60S ribosomal protein L32 (Large ribosomal subunit protein eL32)","RPL32",9.56,10.47,10.67,10.59,10.65,10.63,10.66,10.74,9.14,9.55,9.42,10,0.35,10.189309205445,1.64,0.13,0.74,-4.42,1.30456459898974
"Q92766","RREB1_HUMAN","Ras-responsive element-binding protein 1 (RREB-1) (Finger protein in nuclear bodies) (Raf-responsive zinc finger protein LZ321) (Zinc finger motif enhancer-binding protein 1) (Zep-1)","RREB1",5.48,6.69,6.99,7.34,7.24,7.22,6.98,7.33,4.62,5.54,4.74,2,0.57,6.38022161402074,1.64,0.13,0.74,-4.42,2.22490195554997
"Q14677","EPN4_HUMAN","Clathrin interactor 1 (Clathrin-interacting protein localized in the trans-Golgi region) (Clint) (Enthoprotin) (Epsin-4) (Epsin-related protein) (EpsinR)","CLINT1",5.18,4.79,4.58,4.69,4.63,4.47,4.27,4.74,3.42,3.59,3.22,1,-0.29,4.32584997535647,-1.64,0.13,0.74,-4.42,1.39902366947628
