"Protein","Gene","Description","GeneSymbol","Ctrl.Rep2","Ctrl.Rep3","Ctrl.Rep4","ER.Rep1","ER.Rep2","ER.Rep3","ER.Rep4","IGG.Ctrl","IGG.ER","IGG.Mixed","Unique_Peptides","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"P04844","RPN2_HUMAN","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 63 kDa subunit) (RIBIIR) (Ribophorin II) (RPN-II) (Ribophorin-2)","RPN2",9.29,9.41,9.25,9.31,9.34,9.3,9.32,7.99,7.71,7.7,6,1.52,8.86278079960901,15.87,1.6e-09,2.9e-08,12.4
"Q9ULX3","NOB1_HUMAN","RNA-binding protein NOB1 (Phosphorylation regulatory protein HP-10) (Protein ART-4)","NOB1",7.73,8.33,7.85,8.25,7.92,8.14,7.87,5.06,5.49,5.32,3,2.68,7.1967659735632,15.84,1.6e-09,2.9e-08,12.38
"Q15366","PCBP2_HUMAN","Poly(rC)-binding protein 2 (Alpha-CP2) (Heterogeneous nuclear ribonucleoprotein E2) (hnRNP E2)","PCBP2",8.77,8.8,8.68,8.77,8.57,8.76,8.72,7.38,7.34,7.26,5,1.42,8.30617509446084,15.82,1.7e-09,2.9e-08,12.36
"Q15056","IF4H_HUMAN","Eukaryotic translation initiation factor 4H (eIF-4H) (Williams-Beuren syndrome chromosomal region 1 protein)","EIF4H",8.89,8.96,8.93,9.08,9,9.08,9.1,7.7,7.68,7.58,7,1.28,8.60003987634791,15.81,1.7e-09,2.9e-08,12.36
"O15212","PFD6_HUMAN","Prefoldin subunit 6 (Protein Ke2)","PFDN6",6.76,6.97,6.81,6.64,6.69,6.84,6.77,5.08,5.13,4.94,1,1.8,6.2639000462986,15.81,1.7e-09,2.9e-08,12.35
"Q9UKL0","RCOR1_HUMAN","REST corepressor 1 (Protein CoREST)","RCOR1",8.08,8.28,8.26,8.07,8.41,7.97,8.29,5.91,5.24,5.61,3,2.62,7.41167671186165,15.81,1.7e-09,2.9e-08,12.35
"P39023","RL3_HUMAN","60S ribosomal protein L3 (HIV-1 TAR RNA-binding protein B) (TARBP-B) (Large ribosomal subunit protein uL3)","RPL3",11.83,11.8,11.86,11.96,11.82,11.9,11.87,10.71,10.53,10.61,22,1.21,11.4881287681345,15.77,1.7e-09,3e-08,12.33
"O43747","AP1G1_HUMAN","AP-1 complex subunit gamma-1 (Adaptor protein complex AP-1 subunit gamma-1) (Adaptor-related protein complex 1 subunit gamma-1) (Clathrin assembly protein complex 1 gamma-1 large chain) (Gamma1-adaptin) (Golgi adaptor HA1/AP1 adaptin subunit gamma-1)","AP1G1",8.66,8.65,8.61,8.67,8.61,8.62,8.61,7.43,7.34,7.41,7,1.25,8.26216309044325,15.72,1.8e-09,3e-08,12.29
"O14980","XPO1_HUMAN","Exportin-1 (Exp1) (Chromosome region maintenance 1 protein homolog)","XPO1",8.58,8.65,8.52,8.45,8.57,8.47,8.56,7.27,7.25,7.29,7,1.31,8.16085004344965,15.67,1.9e-09,3.1e-08,12.25
"P51531","SMCA2_HUMAN","Probable global transcription activator SNF2L2 (EC 3.6.4.-) (ATP-dependent helicase SMARCA2) (BRG1-associated factor 190B) (BAF190B) (Protein brahma homolog) (hBRM) (SNF2-alpha) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 2)","SMARCA2",6.91,7.43,7.07,6.61,7.1,7,7.11,4.25,4.62,4.38,2,2.72,6.24855628205799,15.67,1.9e-09,3.1e-08,12.24
"Q14839","CHD4_HUMAN","Chromodomain-helicase-DNA-binding protein 4 (CHD-4) (EC 3.6.4.12) (ATP-dependent helicase CHD4) (Mi-2 autoantigen 218 kDa protein) (Mi2-beta)","CHD4",11.55,11.99,11.78,11.9,11.81,11.7,11.84,9.76,10.1,9.86,34,1.87,11.2292036305902,15.64,1.9e-09,3.1e-08,12.22
"P04843","RPN1_HUMAN","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 67 kDa subunit) (Ribophorin I) (RPN-I) (Ribophorin-1)","RPN1",9.84,9.71,9.8,9.72,9.73,9.82,9.77,8.55,8.31,8.36,15,1.38,9.35988866157454,15.61,1.9e-09,3.2e-08,12.2
"P05787","K2C8_HUMAN","Keratin, type II cytoskeletal 8 (Cytokeratin-8) (CK-8) (Keratin-8) (K8) (Type-II keratin Kb8)","KRT8",15.61,15.66,15.67,15.78,15.76,15.33,15.65,13.7,13.94,13.61,60,1.9,15.0717219409244,15.59,2e-09,3.2e-08,12.19
"P16455","MGMT_HUMAN","Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63) (6-O-methylguanine-DNA methyltransferase) (MGMT) (O-6-methylguanine-DNA-alkyltransferase)","MGMT",6.36,6.58,6.65,6.37,6.58,6.48,6.59,4.69,4.71,4.66,2,1.84,5.96616687635862,15.58,2e-09,3.2e-08,12.18
"P18085","ARF4_HUMAN","ADP-ribosylation factor 4","ARF4",8.48,8.77,8.61,8.56,8.64,8.77,8.78,7.08,6.87,6.91,3,1.66,8.14676847579225,15.56,2e-09,3.2e-08,12.16
"Q96T88","UHRF1_HUMAN","E3 ubiquitin-protein ligase UHRF1 (EC 2.3.2.27) (Inverted CCAAT box-binding protein of 90 kDa) (Nuclear protein 95) (Nuclear zinc finger protein Np95) (HuNp95) (hNp95) (RING finger protein 106) (RING-type E3 ubiquitin transferase UHRF1) (Transcription factor ICBP90) (Ubiquitin-like PHD and RING finger domain-containing protein 1) (hUHRF1) (Ubiquitin-like-containing PHD and RING finger domains protein 1)","UHRF1",7.65,8.16,8.03,7.68,7.96,8.02,7.88,5.86,5.8,5.84,4,2.11,7.28773756207098,15.54,2.1e-09,3.2e-08,12.15
"P49207","RL34_HUMAN","60S ribosomal protein L34 (Large ribosomal subunit protein eL34)","RPL34",10.23,10.2,10.34,10.48,10.24,10.28,10.26,8.91,8.91,8.85,4,1.36,9.86990845272678,15.5,2.1e-09,3.3e-08,12.11
"O00267","SPT5H_HUMAN","Transcription elongation factor SPT5 (hSPT5) (DRB sensitivity-inducing factor 160 kDa subunit) (DSIF p160) (DRB sensitivity-inducing factor large subunit) (DSIF large subunit) (Tat-cotransactivator 1 protein) (Tat-CT1 protein)","SUPT5H",8.43,8.66,8.63,8.65,8.6,8.54,8.63,6.93,6.52,6.88,3,1.8,8.04572969171869,15.47,2.2e-09,3.3e-08,12.1
"O94973","AP2A2_HUMAN","AP-2 complex subunit alpha-2 (100 kDa coated vesicle protein C) (Adaptor protein complex AP-2 subunit alpha-2) (Adaptor-related protein complex 2 subunit alpha-2) (Alpha-adaptin C) (Alpha2-adaptin) (Clathrin assembly protein complex 2 alpha-C large chain) (Huntingtin yeast partner J) (Huntingtin-interacting protein 9) (HIP-9) (Huntingtin-interacting protein J) (Plasma membrane adaptor HA2/AP2 adaptin alpha C subunit)","AP2A2",6.38,6.31,6.39,6.29,6.56,6.29,6.35,4.56,4.2,4.38,1,1.98,5.77198595304491,15.44,2.2e-09,3.3e-08,12.07
"P39656","OST48_HUMAN","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit (DDOST 48 kDa subunit) (Oligosaccharyl transferase 48 kDa subunit)","DDOST",10.01,10.44,10.08,10.07,10.13,10.27,10.05,8.49,8.3,8.36,10,1.79,9.6214572816721,15.35,2.4e-09,3.5e-08,12
"Q15365","PCBP1_HUMAN","Poly(rC)-binding protein 1 (Alpha-CP1) (Heterogeneous nuclear ribonucleoprotein E1) (hnRNP E1) (Nucleic acid-binding protein SUB2.3)","PCBP1",8.94,9.13,8.99,9.03,8.94,8.9,8.99,7.61,7.75,7.62,6,1.36,8.59014937110358,15.33,2.4e-09,3.5e-08,11.99
"Q15008","PSMD6_HUMAN","26S proteasome non-ATPase regulatory subunit 6 (26S proteasome regulatory subunit RPN7) (26S proteasome regulatory subunit S10) (Breast cancer-associated protein SGA-113M) (Phosphonoformate immuno-associated protein 4) (Proteasome regulatory particle subunit p44S10) (p42A)","PSMD6",8.48,8.68,8.46,8.57,8.54,8.55,8.53,7.16,6.97,7.14,6,1.45,8.10725828648608,15.31,2.4e-09,3.5e-08,11.97
"Q14573","ITPR3_HUMAN","Inositol 1,4,5-trisphosphate receptor type 3 (IP3 receptor isoform 3) (IP3R 3) (InsP3R3) (Type 3 inositol 1,4,5-trisphosphate receptor) (Type 3 InsP3 receptor)","ITPR3",8.11,8.26,8.1,7.89,8.05,8.22,8.03,6.39,6.6,6.44,6,1.67,7.60943063656163,15.29,2.5e-09,3.5e-08,11.96
"Q9P258","RCC2_HUMAN","Protein RCC2 (RCC1-like protein TD-60) (Telophase disk protein of 60 kDa)","RCC2",9.64,9.73,9.84,9.8,9.85,9.62,9.79,8.23,8.37,8.35,11,1.42,9.32130194022977,15.29,2.5e-09,3.5e-08,11.96
"O75832","PSD10_HUMAN","26S proteasome non-ATPase regulatory subunit 10 (26S proteasome regulatory subunit p28) (Gankyrin) (p28(GANK))","PSMD10",6.71,7.07,6.96,6.77,6.78,6.97,6.91,5.09,4.84,4.98,1,1.94,6.30649861960352,15.29,2.5e-09,3.5e-08,11.95
"P62280","RS11_HUMAN","40S ribosomal protein S11 (Small ribosomal subunit protein uS17)","RPS11",10.95,10.92,11.06,11.2,11.01,11,11.05,9.75,9.6,9.7,8,1.3,10.6236666472398,15.23,2.6e-09,3.7e-08,11.91
"Q14980","NUMA1_HUMAN","Nuclear mitotic apparatus protein 1 (Nuclear matrix protein-22) (NMP-22) (Nuclear mitotic apparatus protein) (NuMA protein) (SP-H antigen)","NUMA1",11.76,12,11.93,11.67,11.84,11.84,11.78,10.52,10.64,10.56,58,1.32,11.4545381215331,15.19,2.7e-09,3.8e-08,11.87
"Q05655","KPCD_HUMAN","Protein kinase C delta type (EC 2.7.11.13) (Tyrosine-protein kinase PRKCD) (EC 2.7.10.2) (nPKC-delta) [Cleaved into: Protein kinase C delta type regulatory subunit; Protein kinase C delta type catalytic subunit (Sphingosine-dependent protein kinase-1) (SDK1)]","PRKCD",8.87,9.19,8.87,8.82,8.99,9.09,8.94,7.17,6.96,7.3,4,1.83,8.41939505542982,15.17,2.7e-09,3.8e-08,11.86
"Q9Y3A5","SBDS_HUMAN","Ribosome maturation protein SBDS (Shwachman-Bodian-Diamond syndrome protein)","SBDS",8.57,8.73,8.85,8.72,8.79,8.8,8.77,7.21,6.84,7.09,4,1.67,8.23653661166605,15.15,2.8e-09,3.8e-08,11.84
"P14866","HNRPL_HUMAN","Heterogeneous nuclear ribonucleoprotein L (hnRNP L)","HNRNPL",11.21,11.06,11.21,11.26,11.06,11.18,11.14,9.96,9.79,9.85,17,1.29,10.7718165599556,15.14,2.8e-09,3.8e-08,11.83
"Q14165","MLEC_HUMAN","Malectin","MLEC",6.26,6.49,6.16,6.34,6.32,6.24,6.26,4.57,4.43,4.32,1,1.86,5.73933084287023,15.11,2.9e-09,3.8e-08,11.81
"Q08211","DHX9_HUMAN","ATP-dependent RNA helicase A (EC 3.6.4.13) (DEAH box protein 9) (DExH-box helicase 9) (Leukophysin) (LKP) (Nuclear DNA helicase II) (NDH II) (RNA helicase A)","DHX9",11.76,11.66,11.89,11.84,11.8,11.65,11.8,10.49,10.51,10.38,41,1.31,11.37768391098,15.1,2.9e-09,3.8e-08,11.81
"Q9ULU4","PKCB1_HUMAN","Protein kinase C-binding protein 1 (Cutaneous T-cell lymphoma-associated antigen se14-3) (CTCL-associated antigen se14-3) (Rack7) (Zinc finger MYND domain-containing protein 8)","ZMYND8",6.6,7.05,6.95,6.54,6.85,6.78,6.82,4.7,4.82,4.82,3,2.09,6.19412796474644,15.09,2.9e-09,3.8e-08,11.8
"Q9UQE7","SMC3_HUMAN","Structural maintenance of chromosomes protein 3 (SMC protein 3) (SMC-3) (Basement membrane-associated chondroitin proteoglycan) (Bamacan) (Chondroitin sulfate proteoglycan 6) (Chromosome-associated polypeptide) (hCAP)","SMC3",10.29,10.72,10.61,10.32,10.54,10.47,10.49,8.88,8.95,8.85,15,1.65,10.0116307455298,15.06,3e-09,3.9e-08,11.77
"Q9UI30","TR112_HUMAN","Multifunctional methyltransferase subunit TRM112-like protein (tRNA methyltransferase 112 homolog)","TRMT112",6.17,6.28,6.22,6.02,6.09,6.25,6.24,4.47,4.11,4.33,1,1.92,5.61794370227901,15.01,3.1e-09,3.9e-08,11.74
"P28702","RXRB_HUMAN","Retinoic acid receptor RXR-beta (Nuclear receptor subfamily 2 group B member 2) (Retinoid X receptor beta)","RXRB",6.15,6.34,6.76,6.47,6.68,6.07,6.73,3.54,3.4,3.08,1,3.08,5.5191875876489,15.01,3.1e-09,3.9e-08,11.73
"O43768","ENSA_HUMAN","Alpha-endosulfine (ARPP-19e)","ENSA",5.85,5.81,5.97,5.95,6.09,5.97,5.88,3.86,4.15,4.03,1,1.86,5.35631091630347,15.01,3.1e-09,3.9e-08,11.73
"Q9BY42","RTF2_HUMAN","Protein RTF2 homolog (Replication termination factor 2 domain-containing protein 1)","RTFDC1",8.07,8.92,8.58,8.36,8.54,8.63,8.51,6.06,5.96,5.95,2,2.53,7.75678621698781,14.99,3.1e-09,3.9e-08,11.71
"O15327","INP4B_HUMAN","Type II inositol 3,4-bisphosphate 4-phosphatase (EC 3.1.3.66) (Inositol polyphosphate 4-phosphatase type II)","INPP4B",7.84,8.1,8.16,8.08,8.06,7.87,7.98,6.31,6.47,6.28,2,1.68,7.51567085669596,14.98,3.1e-09,3.9e-08,11.71
"O96019","ACL6A_HUMAN","Actin-like protein 6A (53 kDa BRG1-associated factor A) (Actin-related protein Baf53a) (ArpNbeta) (BRG1-associated factor 53A) (BAF53A) (INO80 complex subunit K)","ACTL6A",8.9,8.99,9.38,9.2,9.29,8.84,9.36,6.66,6.85,6.89,6,2.29,8.43634802250907,14.98,3.2e-09,3.9e-08,11.71
"Q8IU81","I2BP1_HUMAN","Interferon regulatory factor 2-binding protein 1 (IRF-2-binding protein 1) (IRF-2BP1) (Probable E3 ubiquitin-protein ligase IRF2BP1) (EC 2.3.2.27) (Probable RING-type E3 ubiquitin transferase IRF2BP1)","IRF2BP1",8.89,9.32,9.32,8.94,9.4,9.05,9.37,6.9,7.08,6.85,6,2.24,8.510951951456,14.97,3.2e-09,3.9e-08,11.7
"P55265","DSRAD_HUMAN","Double-stranded RNA-specific adenosine deaminase (DRADA) (EC 3.5.4.37) (136 kDa double-stranded RNA-binding protein) (p136) (Interferon-inducible protein 4) (IFI-4) (K88DSRBP)","ADAR",12.42,12.38,12.79,13.1,12.62,12.41,12.93,10.12,10.17,10.04,39,2.42,11.898602638258,14.97,3.2e-09,3.9e-08,11.7
"Q6ISB3","GRHL2_HUMAN","Grainyhead-like protein 2 homolog (Brother of mammalian grainyhead) (Transcription factor CP2-like 3)","GRHL2",14.29,14.79,15.22,14.77,14.99,14.53,14.89,11.01,11.78,11.08,45,3.48,13.7340314832569,14.95,3.2e-09,3.9e-08,11.69
"Q9H7L9","SDS3_HUMAN","Sin3 histone deacetylase corepressor complex component SDS3 (45 kDa Sin3-associated polypeptide) (Suppressor of defective silencing 3 protein homolog)","SUDS3",6.12,6.37,6.29,6.03,6.2,6.29,6.27,4.32,4.06,3.81,1,2.2,5.5763860532811,14.95,3.2e-09,3.9e-08,11.69
"Q8WYA6","CTBL1_HUMAN","Beta-catenin-like protein 1 (Nuclear-associated protein) (NAP) (Testis development protein NYD-SP19)","CTNNBL1",7.82,7.97,7.82,7.67,7.8,7.84,7.76,6.41,6.39,6.51,2,1.43,7.39911509922349,14.95,3.2e-09,3.9e-08,11.68
"Q16630","CPSF6_HUMAN","Cleavage and polyadenylation specificity factor subunit 6 (Cleavage and polyadenylation specificity factor 68 kDa subunit) (CFIm68) (CPSF 68 kDa subunit) (Pre-mRNA cleavage factor Im 68 kDa subunit) (Protein HPBRII-4/7)","CPSF6",9.27,9.18,9.1,9.22,9.2,9.29,9.22,7.95,7.74,7.9,9,1.32,8.80635278601881,14.88,3.4e-09,4e-08,11.63
"Q96RE7","NACC1_HUMAN","Nucleus accumbens-associated protein 1 (NAC-1) (BTB/POZ domain-containing protein 14B)","NACC1",7.36,7.48,7.8,7.81,7.73,7.35,7.68,5.44,5.09,5.07,2,2.35,6.88240103628693,14.85,3.5e-09,4.1e-08,11.61
"Q14320","FA50A_HUMAN","Protein FAM50A (Protein HXC-26) (Protein XAP-5)","FAM50A",7.85,8.23,8.03,7.83,7.97,8.17,8.04,6.28,6.29,6.25,3,1.77,7.49401175186637,14.78,3.7e-09,4.3e-08,11.55
"Q14240","IF4A2_HUMAN","Eukaryotic initiation factor 4A-II (eIF-4A-II) (eIF4A-II) (EC 3.6.4.13) (ATP-dependent RNA helicase eIF4A-2)","EIF4A2",6.88,6.93,6.87,7.46,6.99,6.81,7.04,4.78,4.6,4.66,2,2.21,6.30230515522455,14.77,3.7e-09,4.3e-08,11.54
"P49585","PCY1A_HUMAN","Choline-phosphate cytidylyltransferase A (EC 2.7.7.15) (CCT-alpha) (CTP:phosphocholine cytidylyltransferase A) (CCT A) (CT A) (Phosphorylcholine transferase A)","PCYT1A",9.61,10.38,9.8,10.21,10.01,10.14,9.88,7.26,7.57,7.22,11,2.58,9.20861816757951,14.72,3.9e-09,4.4e-08,11.5
"Q9BUQ8","DDX23_HUMAN","Probable ATP-dependent RNA helicase DDX23 (EC 3.6.4.13) (100 kDa U5 snRNP-specific protein) (DEAD box protein 23) (PRP28 homolog) (U5-100kD)","DDX23",9.82,9.91,9.72,9.74,9.76,9.8,9.72,8.68,8.6,8.6,13,1.19,9.43622069770811,14.71,3.9e-09,4.4e-08,11.5
"P52943","CRIP2_HUMAN","Cysteine-rich protein 2 (CRP-2) (Protein ESP1)","CRIP2",9.22,9.8,9.36,9.15,9.39,9.53,9.22,7.39,7.27,7.36,6,2.12,8.76915647340024,14.71,3.9e-09,4.4e-08,11.49
"Q01518","CAP1_HUMAN","Adenylyl cyclase-associated protein 1 (CAP 1)","CAP1",6.21,6.42,6.17,6.17,6.22,6.19,6.28,4.63,4.57,4.64,2,1.65,5.75073692189958,14.7,3.9e-09,4.4e-08,11.49
"Q99459","CDC5L_HUMAN","Cell division cycle 5-like protein (Cdc5-like protein) (Pombe cdc5-related protein)","CDC5L",9.14,9.18,9.1,9.09,9.16,9.16,9.15,8.04,7.99,7.97,8,1.14,8.79724989167107,14.7,3.9e-09,4.4e-08,11.48
"Q9HA92","RSAD1_HUMAN","Radical S-adenosyl methionine domain-containing protein 1, mitochondrial (EC 1.3.99.-) (Oxygen-independent coproporphyrinogen-III oxidase-like protein RSAD1)","RSAD1",6.04,5.86,6.1,6.14,5.97,5.95,6.02,4.24,4.31,4.1,1,1.79,5.47340630128556,14.66,4e-09,4.5e-08,11.45
"Q9BR76","COR1B_HUMAN","Coronin-1B (Coronin-2)","CORO1B",8.69,8.65,8.59,8.55,8.55,8.63,8.61,7.48,7.28,7.29,5,1.29,8.23172884557363,14.65,4.1e-09,4.5e-08,11.44
"Q14258","TRI25_HUMAN","E3 ubiquitin/ISG15 ligase TRIM25 (EC 6.3.2.n3) (Estrogen-responsive finger protein) (RING finger protein 147) (RING-type E3 ubiquitin transferase) (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRIM25) (Tripartite motif-containing protein 25) (Ubiquitin/ISG15-conjugating enzyme TRIM25) (Zinc finger protein 147)","TRIM25",9.58,9.87,9.58,9.64,9.61,9.8,9.62,8.2,7.95,8.16,10,1.57,9.20101094799066,14.63,4.1e-09,4.5e-08,11.43
"P05783","K1C18_HUMAN","Keratin, type I cytoskeletal 18 (Cell proliferation-inducing gene 46 protein) (Cytokeratin-18) (CK-18) (Keratin-18) (K18)","KRT18",14.93,15.02,15.05,15.22,15.18,14.72,15.08,13.18,13.34,13.1,48,1.79,14.4824063123456,14.62,4.2e-09,4.5e-08,11.42
"O75643","U520_HUMAN","U5 small nuclear ribonucleoprotein 200 kDa helicase (EC 3.6.4.13) (Activating signal cointegrator 1 complex subunit 3-like 1) (BRR2 homolog) (U5 snRNP-specific 200 kDa protein) (U5-200KD)","SNRNP200",10.91,11.04,10.86,10.82,10.92,11.01,10.79,9.69,9.7,9.7,34,1.24,10.5433656353356,14.62,4.2e-09,4.5e-08,11.42
"P40429","RL13A_HUMAN","60S ribosomal protein L13a (23 kDa highly basic protein) (Large ribosomal subunit protein uL13)","RPL13A",10.67,10.59,10.58,10.64,10.64,10.74,10.62,9.46,9.2,9.39,9,1.26,10.252223426642,14.57,4.3e-09,4.6e-08,11.38
"P11021","BIP_HUMAN","Endoplasmic reticulum chaperone BiP (EC 3.6.4.10) (78 kDa glucose-regulated protein) (GRP-78) (Binding-immunoglobulin protein) (BiP) (Heat shock protein 70 family protein 5) (HSP70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein)","HSPA5",9.07,8.97,8.82,8.97,8.85,8.95,8.94,7.62,7.5,7.68,12,1.36,8.53770863162537,14.52,4.5e-09,4.8e-08,11.34
"P47756","CAPZB_HUMAN","F-actin-capping protein subunit beta (CapZ beta)","CAPZB",8.78,8.77,8.81,8.85,8.84,8.75,8.72,7.53,7.5,7.27,5,1.35,8.382900567765,14.51,4.5e-09,4.8e-08,11.33
"Q14152","EIF3A_HUMAN","Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 subunit 10) (eIF-3-theta) (eIF3 p167) (eIF3 p180) (eIF3 p185)","EIF3A",11.68,11.93,11.64,12.06,11.79,11.77,11.84,10.11,10.33,10.14,45,1.56,11.3296279825227,14.51,4.6e-09,4.8e-08,11.33
"Q02880","TOP2B_HUMAN","DNA topoisomerase 2-beta (EC 5.99.1.3) (DNA topoisomerase II, beta isozyme)","TOP2B",9.81,10.2,9.94,9.67,9.89,9.95,9.81,8.43,8.22,8.32,14,1.66,9.42558293946482,14.5,4.6e-09,4.8e-08,11.32
"Q9H3K6","BOLA2_HUMAN","BolA-like protein 2","BOLA2",7.88,8.29,8.06,7.88,8.03,8.25,8.11,6.31,6.04,6.15,3,1.91,7.50060180926121,14.47,4.7e-09,4.8e-08,11.3
"P38646","GRP75_HUMAN","Stress-70 protein, mitochondrial (75 kDa glucose-regulated protein) (GRP-75) (Heat shock 70 kDa protein 9) (Mortalin) (MOT) (Peptide-binding protein 74) (PBP74)","HSPA9",8.54,8.64,8.55,8.55,8.43,8.95,8.6,10.68,11.2,10.64,8,-2.26,9.27685943774244,-14.47,4.7e-09,4.8e-08,11.3
"Q02790","FKBP4_HUMAN","Peptidyl-prolyl cis-trans isomerase FKBP4 (PPIase FKBP4) (EC 5.2.1.8) (51 kDa FK506-binding protein) (FKBP51) (52 kDa FK506-binding protein) (52 kDa FKBP) (FKBP-52) (59 kDa immunophilin) (p59) (FK506-binding protein 4) (FKBP-4) (FKBP59) (HSP-binding immunophilin) (HBI) (Immunophilin FKBP52) (Rotamase) [Cleaved into: Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed]","FKBP4",9.43,9.74,9.59,9.44,9.56,9.68,9.67,8.13,8.15,8.15,7,1.44,9.15434338327901,14.47,4.7e-09,4.8e-08,11.3
"P58546","MTPN_HUMAN","Myotrophin (Protein V-1)","MTPN",5.47,5.67,5.6,5.67,5.61,5.79,5.64,3.62,3.41,3.8,1,1.97,5.0280161937037,14.46,4.7e-09,4.8e-08,11.29
"O75362","ZN217_HUMAN","Zinc finger protein 217","ZNF217",10.75,11.16,11.3,11.21,11.29,10.84,11.33,8.39,8.88,8.39,24,2.52,10.3543571462319,14.43,4.8e-09,4.9e-08,11.27
"Q969G3","SMCE1_HUMAN","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 (BRG1-associated factor 57) (BAF57)","SMARCE1",10.77,10.96,11.33,11.06,11.27,10.63,11.34,8.36,8.55,8.19,12,2.65,10.2467608541086,14.41,4.9e-09,4.9e-08,11.25
"P11388","TOP2A_HUMAN","DNA topoisomerase 2-alpha (EC 5.99.1.3) (DNA topoisomerase II, alpha isozyme)","TOP2A",6.01,5.93,6.08,6.02,6.03,5.89,5.99,4.41,4.32,4.13,1,1.72,5.47973422881874,14.41,4.9e-09,4.9e-08,11.24
"Q92900","RENT1_HUMAN","Regulator of nonsense transcripts 1 (EC 3.6.4.-) (ATP-dependent helicase RENT1) (Nonsense mRNA reducing factor 1) (NORF1) (Up-frameshift suppressor 1 homolog) (hUpf1)","UPF1",10.67,10.86,10.56,10.86,10.68,10.85,10.65,9.35,9.26,9.23,18,1.41,10.2981954541748,14.37,5.1e-09,5e-08,11.22
"O94979","SC31A_HUMAN","Protein transport protein Sec31A (ABP125) (ABP130) (SEC31-like protein 1) (SEC31-related protein A) (Web1-like protein)","SEC31A",9.59,9.51,9.61,9.62,9.57,9.54,9.47,8.44,8.23,8.33,13,1.24,9.19202992283895,14.36,5.1e-09,5e-08,11.21
"P00338","LDHA_HUMAN","L-lactate dehydrogenase A chain (LDH-A) (EC 1.1.1.27) (Cell proliferation-inducing gene 19 protein) (LDH muscle subunit) (LDH-M) (Renal carcinoma antigen NY-REN-59)","LDHA",9.66,9.78,9.67,9.68,9.63,9.83,9.71,8.5,8.27,8.4,9,1.31,9.3126201136822,14.36,5.1e-09,5e-08,11.21
"Q14103","HNRPD_HUMAN","Heterogeneous nuclear ribonucleoprotein D0 (hnRNP D0) (AU-rich element RNA-binding protein 1)","HNRNPD",10.32,10.37,10.37,10.29,10.21,10.5,10.32,9.14,8.95,8.95,13,1.34,9.94073523290075,14.36,5.1e-09,5e-08,11.21
"P62258","1433E_HUMAN","14-3-3 protein epsilon (14-3-3E)","YWHAE",9.42,9.45,9.59,9.43,9.5,9.37,9.63,8.2,8.19,8.19,9,1.3,9.0972017789762,14.33,5.2e-09,5.1e-08,11.18
"P61981","1433G_HUMAN","14-3-3 protein gamma (Protein kinase C inhibitor protein 1) (KCIP-1) [Cleaved into: 14-3-3 protein gamma, N-terminally processed]","YWHAG",8.07,8.36,8.01,8.1,8.13,8.08,8.08,6.71,6.64,6.57,5,1.51,7.67490093664279,14.32,5.3e-09,5.1e-08,11.18
"P50395","GDIB_HUMAN","Rab GDP dissociation inhibitor beta (Rab GDI beta) (Guanosine diphosphate dissociation inhibitor 2) (GDI-2)","GDI2",7.86,7.68,7.76,7.85,7.78,7.62,7.81,6.32,6.25,6.39,3,1.45,7.33184612661642,14.31,5.4e-09,5.1e-08,11.16
"Q9Y3A3","PHOCN_HUMAN","MOB-like protein phocein (2C4D) (Class II mMOB1) (Mob1 homolog 3) (Mob3) (Mps one binder kinase activator-like 3) (Preimplantation protein 3)","MOB4",5.64,5.86,6.19,6.46,5.92,5.97,6.25,3.13,3.41,3.35,2,2.6,5.21872155806894,14.3,5.4e-09,5.1e-08,11.16
"P63220","RS21_HUMAN","40S ribosomal protein S21 (Small ribosomal subunit protein eS21)","RPS21",9.2,9.21,9.26,9.27,9.43,9.16,9.29,7.98,7.99,7.96,3,1.25,8.87599082278915,14.28,5.5e-09,5.1e-08,11.14
"O43396","TXNL1_HUMAN","Thioredoxin-like protein 1 (32 kDa thioredoxin-related protein)","TXNL1",7.1,7.36,7.03,7.02,7.15,7.23,7.17,5.55,5.41,5.28,2,1.75,6.63124470209452,14.28,5.5e-09,5.1e-08,11.14
"O60341","KDM1A_HUMAN","Lysine-specific histone demethylase 1A (EC 1.-.-.-) (BRAF35-HDAC complex protein BHC110) (Flavin-containing amine oxidase domain-containing protein 2)","KDM1A",10.36,10.8,10.74,10.46,10.76,10.53,10.7,8.53,8.86,8.81,14,1.9,10.0546395598245,14.27,5.5e-09,5.1e-08,11.13
