"Protein","Gene","Description","GeneSymbol","Ctrl.Rep2","Ctrl.Rep3","Ctrl.Rep4","ER.Rep1","ER.Rep2","ER.Rep3","ER.Rep4","IGG.Ctrl","IGG.ER","IGG.Mixed","Unique_Peptides","logFC","AveExpr","t","P.Value","adj.P.Val","B","controlLogFoldChange"
"P20700","LMNB1_HUMAN","Lamin-B1","LMNB1",11.82,11.71,11.78,11.53,11.72,11.71,11.69,10.7,10.71,10.69,33,-0.11,11.4056298762763,-1.48,0.16,1,-4.45,1.07207597898014
"P17096","HMGA1_HUMAN","High mobility group protein HMG-I/HMG-Y (HMG-I(Y)) (High mobility group AT-hook protein 1) (High mobility group protein A1) (High mobility group protein R)","HMGA1",7.58,7.55,7.62,7.62,7.79,7.93,7.88,7.57,6.95,6.87,2,0.22,7.53524903529308,1.47,0.17,1,-4.46,0.673896245063889
"P62263","RS14_HUMAN","40S ribosomal protein S14 (Small ribosomal subunit protein uS11)","RPS14",9.67,9.62,9.72,9.89,9.72,9.75,9.78,8.67,8.75,8.53,7,0.12,9.41069159329741,1.45,0.17,1,-4.48,1.13886704950171
"Q8TEQ0","SNX29_HUMAN","Sorting nexin-29 (RUN domain-containing protein 2A)","SNX29",5.46,5.66,6.17,6.16,5.95,5.66,6.44,5.45,5.76,5.4,1,0.29,5.81064288899051,1.45,0.17,1,-4.48,0.513565938623964
"Q8IYB3","SRRM1_HUMAN","Serine/arginine repetitive matrix protein 1 (SR-related nuclear matrix protein of 160 kDa) (SRm160) (Ser/Arg-related nuclear matrix protein)","SRRM1",6.72,6.97,6.58,6.48,6.46,6.73,6.53,5.74,5.24,5.44,2,-0.21,6.28979838747277,-1.45,0.17,1,-4.48,1.28247032827638
"Q86YZ3","HORN_HUMAN","Hornerin","HRNR",7.99,8.49,8.74,8.64,9.17,8.46,8.8,7.55,8.58,7.62,4,0.36,8.40376159072692,1.44,0.17,1,-4.48,0.850822920978358
"P78316","NOP14_HUMAN","Nucleolar protein 14 (Nucleolar complex protein 14)","NOP14",5.35,4.82,5.24,5.5,5.15,5.35,5.45,4.4,4.79,4.54,1,0.23,5.05849802979455,1.44,0.17,1,-4.49,0.783395387493455
"O43660","PLRG1_HUMAN","Pleiotropic regulator 1","PLRG1",4.62,4.31,4.78,4.95,4.6,4.71,5.08,3.75,3.38,3.91,1,0.26,4.408935673733,1.44,0.17,1,-4.49,1.15458276602791
"Q5VVM6","CCD30_HUMAN","Coiled-coil domain-containing protein 30 (Prefoldin subunit 6-like protein)","CCDC30",8.3,8.54,8.7,8.82,8.8,8.35,8.89,7.55,7.73,7.47,1,0.2,8.31457788468581,1.43,0.18,1,-4.49,1.13139955354966
"O43148","MCES_HUMAN","mRNA cap guanine-N7 methyltransferase (EC 2.1.1.56) (RG7MT1) (mRNA (guanine-N(7)-)-methyltransferase) (mRNA cap methyltransferase) (hCMT1) (hMet) (hcm1p)","RNMT",3.6,3.57,4.1,4.42,4.23,3.61,4.26,2.56,3.28,2.37,1,0.37,3.59922515075038,1.43,0.18,1,-4.5,1.39381552509386
"Q99733","NP1L4_HUMAN","Nucleosome assembly protein 1-like 4 (Nucleosome assembly protein 2) (NAP-2)","NAP1L4",4.26,4.1,3.64,3.55,3.62,3.92,3.8,3.52,3.28,3.05,1,-0.28,3.67441296560249,-1.43,0.18,1,-4.5,0.716990831054121
"P61927","RL37_HUMAN","60S ribosomal protein L37 (G1.16) (Large ribosomal subunit protein eL37)","RPL37",9.29,9.48,9.49,9.91,9.53,9.46,9.5,8.06,8.31,8.42,3,0.18,9.14418269322241,1.43,0.18,1,-4.5,1.33798617440258
"Q02880","TOP2B_HUMAN","DNA topoisomerase 2-beta (EC 5.99.1.3) (DNA topoisomerase II, beta isozyme)","TOP2B",9.81,10.2,9.94,9.67,9.89,9.95,9.81,8.43,8.22,8.32,14,-0.15,9.42558293946482,-1.43,0.18,1,-4.5,1.6599300019987
"A5YKK6","CNOT1_HUMAN","CCR4-NOT transcription complex subunit 1 (CCR4-associated factor 1) (Negative regulator of transcription subunit 1 homolog) (NOT1H) (hNOT1)","CNOT1",6.52,6.29,6.77,5.9,6.01,5.99,6.16,5.13,7.17,5.55,2,-0.51,6.15077178797363,-1.42,0.18,1,-4.5,0.573169454230764
"P52298","NCBP2_HUMAN","Nuclear cap-binding protein subunit 2 (20 kDa nuclear cap-binding protein) (Cell proliferation-inducing gene 55 protein) (NCBP 20 kDa subunit) (CBP20) (NCBP-interacting protein 1) (NIP1)","NCBP2",6.98,7.04,7.18,7.17,7.17,7.2,7.27,5.99,5.81,5.89,2,0.14,6.77062907965475,1.42,0.18,1,-4.5,1.30568957930637
"Q9BZZ5","API5_HUMAN","Apoptosis inhibitor 5 (API-5) (Antiapoptosis clone 11 protein) (AAC-11) (Cell migration-inducing gene 8 protein) (Fibroblast growth factor 2-interacting factor) (FIF) (Protein XAGL)","API5",8.71,8.38,8.54,8.46,8.34,8.41,8.4,7.49,7.2,7.37,5,-0.14,8.13110484460043,-1.42,0.18,1,-4.5,1.1955709031345
"P10599","THIO_HUMAN","Thioredoxin (Trx) (ATL-derived factor) (ADF) (Surface-associated sulphydryl protein) (SASP)","TXN",8.69,9.03,9.1,8.98,9.04,9.25,9.09,7.75,7.81,7.77,4,0.15,8.651053534149,1.42,0.18,1,-4.51,1.31462963850606
"P63151","2ABA_HUMAN","Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform (PP2A subunit B isoform B55-alpha) (PP2A subunit B isoform PR55-alpha) (PP2A subunit B isoform R2-alpha) (PP2A subunit B isoform alpha)","PPP2R2A",8.53,9.24,8.85,9.24,8.93,9.13,9.11,5.4,5.94,5.56,6,0.23,7.99287580922806,1.4,0.18,1,-4.52,3.46963300823176
"Q15075","EEA1_HUMAN","Early endosome antigen 1 (Endosome-associated protein p162) (Zinc finger FYVE domain-containing protein 2)","EEA1",5.95,5.55,5.85,5.97,5.98,5.84,6.09,5.38,5.73,5.4,3,0.19,5.77581249546142,1.4,0.19,1,-4.52,0.46861930720764
"Q9H1B7","I2BPL_HUMAN","Interferon regulatory factor 2-binding protein-like (Enhanced at puberty protein 1)","IRF2BPL",6.32,6.52,6.77,6.77,6.91,6.43,6.91,6.32,6.51,6.08,2,0.22,6.55438679669178,1.4,0.19,1,-4.52,0.450534174382215
"P17844","DDX5_HUMAN","Probable ATP-dependent RNA helicase DDX5 (EC 3.6.4.13) (DEAD box protein 5) (RNA helicase p68)","DDX5",10.96,10.64,10.86,11.24,10.83,10.89,10.95,9.53,9.34,9.45,22,0.15,10.4696547556647,1.4,0.19,1,-4.52,1.53402391335975
"P49755","TMEDA_HUMAN","Transmembrane emp24 domain-containing protein 10 (21 kDa transmembrane-trafficking protein) (S31III125) (S31I125) (Tmp-21-I) (Transmembrane protein Tmp21) (p23) (p24 family protein delta-1) (p24delta1) (p24delta)","TMED10",6.45,6.15,6.06,6.63,6.43,6.15,6.5,5.22,4.84,5.09,2,0.21,5.95103809566633,1.4,0.19,1,-4.53,1.37840169172588
"Q14980","NUMA1_HUMAN","Nuclear mitotic apparatus protein 1 (Nuclear matrix protein-22) (NMP-22) (Nuclear mitotic apparatus protein) (NuMA protein) (SP-H antigen)","NUMA1",11.76,12,11.93,11.67,11.84,11.84,11.78,10.52,10.64,10.56,58,-0.11,11.4545381215331,-1.39,0.19,1,-4.53,1.32188459109218
"Q6UX04","CWC27_HUMAN","Peptidyl-prolyl cis-trans isomerase CWC27 homolog (PPIase CWC27) (EC 5.2.1.8) (Antigen NY-CO-10) (Serologically defined colon cancer antigen 10)","CWC27",9.43,9.63,10.15,10.18,9.92,9.64,10.17,9.26,9.6,9.22,1,0.24,9.72072336028012,1.39,0.19,1,-4.53,0.616680104019636
"P84090","ERH_HUMAN","Enhancer of rudimentary homolog","ERH",8.58,8.44,8.26,8.22,8.29,8.34,8.31,7.21,6.97,7.23,5,-0.14,7.9853039451582,-1.39,0.19,1,-4.53,1.2878435081373
"Q96DI7","SNR40_HUMAN","U5 small nuclear ribonucleoprotein 40 kDa protein (U5 snRNP 40 kDa protein) (U5-40K) (38 kDa-splicing factor) (Prp8-binding protein) (hPRP8BP) (U5 snRNP-specific 40 kDa protein) (WD repeat-containing protein 57)","SNRNP40",7.88,8,8.16,7.8,7.98,7.75,7.89,6.6,6.23,6.47,4,-0.16,7.47786355963201,-1.39,0.19,1,-4.53,1.5777963749153
"Q9Y450","HBS1L_HUMAN","HBS1-like protein (ERFS)","HBS1L",3.15,3.17,2.6,3.22,3.08,3.63,3.26,2.32,1.98,1.73,1,0.32,2.81435163684179,1.39,0.19,1,-4.53,1.28440540098621
"O95391","SLU7_HUMAN","Pre-mRNA-splicing factor SLU7 (hSlu7)","SLU7",5.86,5.78,6.1,6.24,6.25,5.81,6.18,5.01,4.68,4.61,1,0.21,5.65229989217109,1.38,0.19,1,-4.54,1.35201427901447
"Q92922","SMRC1_HUMAN","SWI/SNF complex subunit SMARCC1 (BRG1-associated factor 155) (BAF155) (SWI/SNF complex 155 kDa subunit) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily C member 1)","SMARCC1",6.66,6.62,7.06,7.16,7.18,6.62,7.16,5.41,5.89,5.35,3,0.25,6.51178405483806,1.37,0.2,1,-4.55,1.48223396260475
"P06748","NPM_HUMAN","Nucleophosmin (NPM) (Nucleolar phosphoprotein B23) (Nucleolar protein NO38) (Numatrin)","NPM1",11.54,11.39,11.62,11.38,11.39,11.37,11.4,10.38,10.46,10.07,22,-0.13,11.1010189149511,-1.37,0.2,1,-4.55,1.21279646099339
"P15559","NQO1_HUMAN","NAD(P)H dehydrogenase [quinone] 1 (EC 1.6.5.2) (Azoreductase) (DT-diaphorase) (DTD) (Menadione reductase) (NAD(P)H:quinone oxidoreductase 1) (Phylloquinone reductase) (Quinone reductase 1) (QR1)","NQO1",8.88,9.04,9,9.05,9.14,9.14,9.14,7.66,8.09,7.72,6,0.14,8.68452856487748,1.37,0.2,1,-4.55,1.29378614438122
"P20290","BTF3_HUMAN","Transcription factor BTF3 (Nascent polypeptide-associated complex subunit beta) (NAC-beta) (RNA polymerase B transcription factor 3)","BTF3",5.57,4.96,5.6,5.67,5.58,5.54,5.62,5.28,5.59,5.15,1,0.23,5.45545703174073,1.37,0.2,1,-4.55,0.265291222965974
"Q15427","SF3B4_HUMAN","Splicing factor 3B subunit 4 (Pre-mRNA-splicing factor SF3b 49 kDa subunit) (Spliceosome-associated protein 49) (SAP 49)","SF3B4",6.31,6.29,6.26,6.35,5.92,6.09,6.09,5.34,5.69,5.47,2,-0.17,5.9802194126078,-1.36,0.2,1,-4.55,0.784743852435164
"P62249","RS16_HUMAN","40S ribosomal protein S16 (Small ribosomal subunit protein uS9)","RPS16",10.72,10.47,10.61,10.78,10.65,10.73,10.74,9.62,9.3,9.56,12,0.13,10.3172971319141,1.36,0.2,1,-4.55,1.23075081308436
"P12270","TPR_HUMAN","Nucleoprotein TPR (Megator) (NPC-associated intranuclear protein) (Translocated promoter region protein)","TPR",9.85,9.83,9.76,9.64,9.7,9.73,9.74,8.78,9.03,8.85,21,-0.11,9.49051850187118,-1.36,0.2,1,-4.56,0.927638237172395
"Q6VY07","PACS1_HUMAN","Phosphofurin acidic cluster sorting protein 1 (PACS-1)","PACS1",7.99,8.28,7.87,7.79,7.86,8.05,7.88,6.3,6.4,6.42,2,-0.15,7.48432912692531,-1.36,0.2,1,-4.56,1.67567734269225
"Q06830","PRDX1_HUMAN","Peroxiredoxin-1 (EC 1.11.1.15) (Natural killer cell-enhancing factor A) (NKEF-A) (Proliferation-associated gene protein) (PAG) (Thioredoxin peroxidase 2) (Thioredoxin-dependent peroxide reductase 2)","PRDX1",10.95,11.35,11.09,11.35,11.18,11.31,11.2,8.99,9.1,8.98,8,0.13,10.5499262243127,1.35,0.2,1,-4.56,2.23537097323055
"P78527","PRKDC_HUMAN","DNA-dependent protein kinase catalytic subunit (DNA-PK catalytic subunit) (DNA-PKcs) (EC 2.7.11.1) (DNPK1) (p460)","PRKDC",12.11,12.46,12.11,11.93,12.1,12.26,12.05,10.93,10.94,10.88,56,-0.14,11.7777522670235,-1.35,0.2,1,-4.56,1.30692307213446
"Q8NFP4","MDGA1_HUMAN","MAM domain-containing glycosylphosphatidylinositol anchor protein 1 (GPI and MAM protein) (GPIM) (Glycosylphosphatidylinositol-MAM) (MAM domain-containing protein 3)","MDGA1",5.69,5.79,6.55,6.68,6.25,5.9,6.42,5.95,6.38,6.21,1,0.3,6.18242764817578,1.35,0.2,1,-4.56,0.130450454659272
"Q9HCD5","NCOA5_HUMAN","Nuclear receptor coactivator 5 (NCoA-5) (Coactivator independent of AF-2) (CIA)","NCOA5",8.15,7.53,8.21,8.47,8.16,7.94,8.2,7.39,7.72,7.6,4,0.23,7.93910326605055,1.35,0.2,1,-4.57,0.621804591228655
"Q9Y5J1","UTP18_HUMAN","U3 small nucleolar RNA-associated protein 18 homolog (WD repeat-containing protein 50)","UTP18",4.75,4.99,4.75,4.88,4.54,4.46,4.61,3.68,3.84,3.41,1,-0.21,4.39031423412424,-1.34,0.2,1,-4.57,1.18708649349301
"Q6P1M3","L2GL2_HUMAN","Lethal(2) giant larvae protein homolog 2 (HGL)","LLGL2",7.78,7.89,8.17,8.28,8.02,7.94,8.19,7.01,7.23,7.11,4,0.16,7.76150099503987,1.34,0.2,1,-4.57,0.993100697501184
"P27348","1433T_HUMAN","14-3-3 protein theta (14-3-3 protein T-cell) (14-3-3 protein tau) (Protein HS1)","YWHAQ",7.86,7.8,7.83,7.72,7.75,7.69,7.65,6.54,6.21,6.45,3,-0.13,7.35029660974232,-1.34,0.21,1,-4.58,1.43380500672087
"O95400","CD2B2_HUMAN","CD2 antigen cytoplasmic tail-binding protein 2 (CD2 cytoplasmic domain-binding protein 2) (CD2 tail-binding protein 2) (U5 snRNP 52K protein) (U5-52K)","CD2BP2",5.99,6.16,6.08,6.24,6.28,6.12,6.23,4.77,5.03,4.88,1,0.15,5.77764270386736,1.34,0.21,1,-4.58,1.32397867249529
"Q13428","TCOF_HUMAN","Treacle protein (Treacher Collins syndrome protein)","TCOF1",7.36,7.48,7.66,7.24,7.35,7.17,7.38,6.16,6.85,6.16,5,-0.21,7.07982929573271,-1.33,0.21,1,-4.58,1.10515324539182
"Q9Y3D6","FIS1_HUMAN","Mitochondrial fission 1 protein (FIS1 homolog) (hFis1) (Tetratricopeptide repeat protein 11) (TPR repeat protein 11)","FIS1",6.11,6.25,6.3,6.4,6.27,6.31,6.46,5.18,5.14,5.31,1,0.14,5.97505552168024,1.33,0.21,1,-4.58,1.14833690155056
"Q14011","CIRBP_HUMAN","Cold-inducible RNA-binding protein (A18 hnRNP) (Glycine-rich RNA-binding protein CIRP)","CIRBP",8.5,7.99,8.22,8.59,8.26,8.44,8.33,7.62,7.41,7.49,5,0.17,8.08471637873793,1.33,0.21,1,-4.58,0.89656982857392
"P39019","RS19_HUMAN","40S ribosomal protein S19 (Small ribosomal subunit protein eS19)","RPS19",9.21,8.56,8.85,9.1,9.03,9.07,9.02,8.68,8.27,8.5,4,0.18,8.83077465540198,1.33,0.21,1,-4.58,0.574547410099223
"O60884","DNJA2_HUMAN","DnaJ homolog subfamily A member 2 (Cell cycle progression restoration gene 3 protein) (Dnj3) (Dj3) (HIRA-interacting protein 4) (Renal carcinoma antigen NY-REN-14)","DNAJA2",5.65,5.88,5.89,5.95,6.18,5.84,6,4.52,4.99,4.64,2,0.18,5.55345437550501,1.33,0.21,1,-4.58,1.27644006958729
"P62195","PRS8_HUMAN","26S proteasome regulatory subunit 8 (26S proteasome AAA-ATPase subunit RPT6) (Proteasome 26S subunit ATPase 5) (Proteasome subunit p45) (Thyroid hormone receptor-interacting protein 1) (TRIP1) (p45/SUG)","PSMC5",6.6,6.75,6.55,6.72,6.61,6.88,6.9,5.84,5.69,5.83,2,0.15,6.43827850154611,1.33,0.21,1,-4.58,0.991792790904033
"Q9BRJ6","CG050_HUMAN","Uncharacterized protein C7orf50","C7orf50",6.62,6.48,6.73,6.73,6.69,6.77,6.77,5.41,5.39,5.4,3,0.13,6.29814962783765,1.33,0.21,1,-4.59,1.34007011624386
"Q969X6","UTP4_HUMAN","U3 small nucleolar RNA-associated protein 4 homolog (Cirhin) (UTP4 small subunit processome component)","UTP4",6.54,6.3,6.42,6.22,6.38,6.06,6.21,5.04,5.24,4.6,1,-0.2,5.90196258935328,-1.32,0.21,1,-4.59,1.46356066471426
"Q9NP81","SYSM_HUMAN","Serine--tRNA ligase, mitochondrial (EC 6.1.1.11) (SerRSmt) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)","SARS2",5.33,3.31,4.81,5.16,4.99,4.66,4.99,3.91,4.05,3.93,1,0.47,4.51370040085111,1.32,0.21,1,-4.59,0.987522987556795
"Q9Y266","NUDC_HUMAN","Nuclear migration protein nudC (Nuclear distribution protein C homolog)","NUDC",5.69,5.66,6.32,6.33,6.15,5.89,6.18,5.78,6.23,5.63,1,0.25,5.98426442630931,1.31,0.21,1,-4.59,0.258446862110901
"Q5QJE6","TDIF2_HUMAN","Deoxynucleotidyltransferase terminal-interacting protein 2 (Estrogen receptor-binding protein) (LPTS-interacting protein 2) (LPTS-RP2) (Terminal deoxynucleotidyltransferase-interacting factor 2) (TdIF2) (TdT-interacting factor 2)","DNTTIP2",5.38,5.14,5.67,5.38,5.17,5.05,5.17,4.6,4.82,4.39,2,-0.21,5.07882761873034,-1.31,0.21,1,-4.59,0.7930916149652
"P21796","VDAC1_HUMAN","Voltage-dependent anion-selective channel protein 1 (VDAC-1) (hVDAC1) (Outer mitochondrial membrane protein porin 1) (Plasmalemmal porin) (Porin 31HL) (Porin 31HM)","VDAC1",6.56,6.72,7.18,6.65,6.75,6.4,6.66,5.17,5.25,4.88,1,-0.21,6.22245846577467,-1.31,0.21,1,-4.6,1.72201241512192
"Q8TEM1","PO210_HUMAN","Nuclear pore membrane glycoprotein 210 (Nuclear pore protein gp210) (Nuclear envelope pore membrane protein POM 210) (POM210) (Nucleoporin Nup210) (Pore membrane protein of 210 kDa)","NUP210",8.99,9.12,8.98,8.82,9.03,8.93,8.89,7.79,7.81,7.64,9,-0.11,8.59928532954558,-1.31,0.21,1,-4.6,1.28511580551611
"Q14240","IF4A2_HUMAN","Eukaryotic initiation factor 4A-II (eIF-4A-II) (eIF4A-II) (EC 3.6.4.13) (ATP-dependent RNA helicase eIF4A-2)","EIF4A2",6.88,6.93,6.87,7.46,6.99,6.81,7.04,4.78,4.6,4.66,2,0.18,6.30230515522455,1.3,0.22,1,-4.6,2.39620828513631
"P16403","H12_HUMAN","Histone H1.2 (Histone H1c) (Histone H1d) (Histone H1s-1)","HIST1H1C",9,9.12,8.7,8.39,8.67,9.15,8.74,8.26,8,8.23,7,-0.21,8.62591226876219,-1.3,0.22,1,-4.61,0.780315062088004
"Q07020","RL18_HUMAN","60S ribosomal protein L18 (Large ribosomal subunit protein eL18)","RPL18",9.03,8.84,9.28,9.27,9.28,9.05,9.16,8.28,8.5,8.33,7,0.14,8.90139873493353,1.3,0.22,1,-4.61,0.819219764340255
"Q9NSD9","SYFB_HUMAN","Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)","FARSB",10.65,10.86,10.67,11.05,10.78,10.67,10.9,8.76,8.67,8.66,10,0.13,10.1663847601372,1.29,0.22,1,-4.61,2.15343834250171
"P12004","PCNA_HUMAN","Proliferating cell nuclear antigen (PCNA) (Cyclin)","PCNA",8.32,8.44,8.46,8.26,8.32,8.25,8.35,6.64,6.63,6.8,3,-0.11,7.84635227194985,-1.29,0.22,1,-4.62,1.71543489071497
"Q13435","SF3B2_HUMAN","Splicing factor 3B subunit 2 (Pre-mRNA-splicing factor SF3b 145 kDa subunit) (SF3b145) (Spliceosome-associated protein 145) (SAP 145)","SF3B2",9.79,9.71,9.59,9.51,9.58,9.73,9.53,8.67,8.61,8.73,17,-0.11,9.34495020782136,-1.28,0.22,1,-4.62,1.02878750395376
"Q92616","GCN1_HUMAN","eIF-2-alpha kinase activator GCN1 (GCN1 eIF-2-alpha kinase activator homolog) (GCN1-like protein 1) (General control of amino-acid synthesis 1-like protein 1) (Translational activator GCN1) (HsGCN1)","GCN1",10.32,10.43,10.17,10.14,10.15,10.35,10.12,9.24,9.14,9.26,23,-0.11,9.9307506235494,-1.28,0.23,1,-4.63,1.09281663538978
"Q969Q0","RL36L_HUMAN","60S ribosomal protein L36a-like (Large ribosomal subunit protein eL42-like)","RPL36AL",8.03,8.22,8.21,8.5,8.23,8.25,8.19,6.68,6.62,6.91,2,0.14,7.78412081080298,1.28,0.23,1,-4.63,1.55790655146517
"P42224","STAT1_HUMAN","Signal transducer and activator of transcription 1-alpha/beta (Transcription factor ISGF-3 components p91/p84)","STAT1",4.62,5.09,4.55,4.03,4.59,4.94,4.34,2.89,2.84,2.56,1,-0.28,4.04616128685482,-1.27,0.23,1,-4.63,1.99236403651543
"Q9NXF1","TEX10_HUMAN","Testis-expressed protein 10","TEX10",5.65,5.47,5.79,5.43,5.61,5.4,5.51,4.64,4.59,4.65,1,-0.15,5.27555923858663,-1.27,0.23,1,-4.63,1.01037722792552
"O43823","AKAP8_HUMAN","A-kinase anchor protein 8 (AKAP-8) (A-kinase anchor protein 95 kDa) (AKAP 95)","AKAP8",6.36,5.65,6.44,6.91,6.38,6.03,6.48,5.06,4.39,4.73,2,0.3,5.84158087610197,1.27,0.23,1,-4.63,1.71969824319341
"Q9UJU6","DBNL_HUMAN","Drebrin-like protein (Cervical SH3P7) (Cervical mucin-associated protein) (Drebrin-F) (HPK1-interacting protein of 55 kDa) (HIP-55) (SH3 domain-containing protein 7)","DBNL",5.19,5.27,5.34,4.96,4.91,5.49,4.89,4.13,3.89,4.23,1,-0.21,4.82931299595515,-1.27,0.23,1,-4.63,1.18253867301169
"O95793","STAU1_HUMAN","Double-stranded RNA-binding protein Staufen homolog 1","STAU1",8.88,8.69,8.63,8.98,8.76,8.95,8.73,7.82,7.74,7.72,8,0.12,8.48849459526794,1.27,0.23,1,-4.63,1.09730847639211
"O14579","COPE_HUMAN","Coatomer subunit epsilon (Epsilon-coat protein) (Epsilon-COP)","COPE",7.83,7.78,7.92,8.18,7.88,7.78,8.09,6.69,6.5,6.59,4,0.14,7.5233700081848,1.26,0.23,1,-4.64,1.38994463793359
"P62805","H4_HUMAN","Histone H4","HIST1H4A",11.59,11.68,11.87,11.71,11.86,11.79,11.93,11.13,11,10.99,11,0.11,11.5547787280568,1.26,0.23,1,-4.64,0.780035940848101
"O95340","PAPS2_HUMAN","Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2 (PAPS synthase 2) (PAPSS 2) (Sulfurylase kinase 2) (SK 2) (SK2) [Includes: Sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Sulfate adenylate transferase) (SAT); Adenylyl-sulfate kinase (EC 2.7.1.25) (3'-phosphoadenosine-5'-phosphosulfate synthase) (APS kinase) (Adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenylylsulfate 3'-phosphotransferase)]","PAPSS2",6.74,6.96,6.76,6.63,6.79,6.75,6.56,4.94,5,5.03,2,-0.13,6.21643535537337,-1.26,0.23,1,-4.64,1.82774803084958
"Q96RG2","PASK_HUMAN","PAS domain-containing serine/threonine-protein kinase (PAS-kinase) (PASKIN) (hPASK) (EC 2.7.11.1)","PASK",6.42,5.94,5.84,6.28,6.16,6.37,6.25,5.15,4.63,5.06,1,0.2,5.81032643358424,1.26,0.23,1,-4.64,1.3168137614867
"P83881","RL36A_HUMAN","60S ribosomal protein L36a (60S ribosomal protein L44) (Cell growth-inhibiting gene 15 protein) (Cell migration-inducing gene 6 protein) (Large ribosomal subunit protein eL42)","RPL36A",5.18,5.4,5.39,5.77,5.7,5.38,5.32,3.3,3.58,3.95,1,0.22,4.89771044121909,1.26,0.23,1,-4.64,1.9387898697099
"Q15185","TEBP_HUMAN","Prostaglandin E synthase 3 (EC 5.3.99.3) (Cytosolic prostaglandin E2 synthase) (cPGES) (Hsp90 co-chaperone) (Progesterone receptor complex p23) (Telomerase-binding protein p23)","PTGES3",6.88,7.46,7.23,6.57,6.95,7.25,7.14,5.35,5.5,5.38,2,-0.21,6.57102087417621,-1.26,0.23,1,-4.64,1.77988771095236
"Q92804","RBP56_HUMAN","TATA-binding protein-associated factor 2N (68 kDa TATA-binding protein-associated factor) (TAF(II)68) (TAFII68) (RNA-binding protein 56)","TAF15",9.94,9.34,10.23,10.84,9.99,9.62,10.14,7.62,7.64,7.54,11,0.31,9.2903111873064,1.26,0.23,1,-4.64,2.55150992606673
"Q9HCM4","E41L5_HUMAN","Band 4.1-like protein 5","EPB41L5",5.96,6.09,5.93,5.89,5.7,6.04,5.63,4.75,4.34,4.36,1,-0.18,5.46682728812229,-1.26,0.23,1,-4.64,1.51287704977634
"P50570","DYN2_HUMAN","Dynamin-2 (EC 3.6.5.5)","DNM2",7.29,7.37,7.23,7.08,7.13,7.32,7.18,6.4,6.55,6.48,4,-0.12,7.00151576268339,-1.26,0.23,1,-4.64,0.820542025493499
"Q99613","EIF3C_HUMAN","Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 subunit 8) (eIF3 p110)","EIF3C",5.61,5.7,5.64,5.53,5.47,5.56,5.35,4.89,5.36,4.87,2,-0.17,5.39699067260672,-1.26,0.23,1,-4.64,0.605553719983313
"P06307","CCKN_HUMAN","Cholecystokinin (CCK) [Cleaved into: Cholecystokinin-58 (CCK58); Cholecystokinin-58 desnonopeptide ((1-49)-CCK58); Cholecystokinin-39 (CCK39); Cholecystokinin-33 (CCK33); Cholecystokinin-25 (CCK25); Cholecystokinin-18 (CCK18); Cholecystokinin-12 (CCK12); Cholecystokinin-8 (CCK8); Cholecystokinin-7 (CCK7); Cholecystokinin-5 (CCK5)]","CCK",5.66,5.43,6.31,6.25,6.18,5.63,6.2,5.94,6.2,5.85,1,0.26,5.96384134654022,1.25,0.23,1,-4.65,0.0692999608330922
"A6PVS8","LRIQ3_HUMAN","Leucine-rich repeat and IQ domain-containing protein 3 (Leucine-rich repeat-containing protein 44)","LRRIQ3",6.06,5.71,6.37,6.45,6.31,6.02,6.43,6.08,6.79,6,1,0.25,6.22189550226355,1.24,0.24,1,-4.65,0.0120092089701256
"P51858","HDGF_HUMAN","Hepatoma-derived growth factor (HDGF) (High mobility group protein 1-like 2) (HMG-1L2)","HDGF",9.86,9.92,9.79,9.47,9.74,9.91,9.78,8.56,8.72,8.74,9,-0.13,9.44929147406776,-1.24,0.24,1,-4.65,1.17823079825286
"O95994","AGR2_HUMAN","Anterior gradient protein 2 homolog (AG-2) (hAG-2) (HPC8) (Secreted cement gland protein XAG-2 homolog)","AGR2",6.98,7.34,7.27,6.88,6.91,7.18,7.19,5.83,5.62,5.89,2,-0.16,6.70967116767658,-1.24,0.24,1,-4.66,1.41906370499989
"P60953","CDC42_HUMAN","Cell division control protein 42 homolog (G25K GTP-binding protein)","CDC42",5.84,5.61,6.15,6.02,6.06,5.92,6.13,5.22,5.26,5.4,1,0.16,5.76190935535053,1.24,0.24,1,-4.66,0.742057074759722
"O75396","SC22B_HUMAN","Vesicle-trafficking protein SEC22b (ER-Golgi SNARE of 24 kDa) (ERS-24) (ERS24) (SEC22 vesicle-trafficking protein homolog B) (SEC22 vesicle-trafficking protein-like 1)","SEC22B",7.1,6.81,7.2,7.27,7.16,7.05,7.28,6.32,6.18,6.5,4,0.15,6.88613720825098,1.23,0.24,1,-4.66,0.85783051953952
